script_id,imdb_id,title,year,gross
4328,tt0210094,Happy Campers,2001,
2483,tt0366548,Happy Feet,2006,262
985,tt0120696,Hard Rain,1998,36
8404,tt0073092,Hard Times,1975,21
986,tt0099739,Hard to Kill,1990,97
4333,tt0079271,Hardcore,1979,
4334,tt0099740,Hardware,1990,11
988,tt0366551,Harold & Kumar Go to White Castle,2004,25
4337,tt0067185,Harold and Maude,1971,
7607,tt0060490,Harper,1966,
989,tt0295297,Harry Potter and the Chamber of Secrets,2002,392
2492,tt0330373,Harry Potter and the Goblet of Fire,2005,393
4339,tt0417741,Harry Potter and the Half-Blood Prince,2009,350
992,tt0304141,Harry Potter and the Prisoner of Azkaban,2004,348
991,tt0241527,Harry Potter and the Sorcerer's Stone,2001,488
7175,tt0422401,Hatchet,2006,
7176,tt1270835,Hatchet II,2010,
7177,tt1870419,Hatchet III,2013,
4341,tt2257436,Hate Crime,2012,
2498,tt1001508,He's Just Not That Into You,2009,109
6585,tt0252501,Hearts in Atlantis,2001,37
996,tt0113277,Heat,1995,134
4345,tt0097493,Heathers,1988,2
6045,tt1929263,Heaven Is for Real,2014,97
2505,tt0110005,Heavenly Creatures,1994,6
1001,tt0252503,Heist,2001,
7446,tt0167190,Hellboy,2004,82
1002,tt0411477,Hellboy II: The Golden Army,2008,91
2519,tt0093177,Hellraiser,1987,32
1006,tt0104409,Hellraiser III: Hell on Earth,1992,26
2524,tt0337636,Hellraiser: Deader,2005,
2529,tt0274546,Hellraiser: Hellseeker,2002,
1010,tt0122529,Henry Fool,1997,2
4351,tt1029120,Henry Poole Is Here,2008,2
2534,tt1220888,Henry's Crime,2010,
4352,tt1798709,Her,2013,27
5521,tt0119282,Hercules,1997,187
4353,tt1212419,Hereafter,2010,36
4354,tt0104412,Hero,1992,40
2535,tt1403177,Hesher,2010,
2536,tt0146882,High Fidelity,2000,44
2540,tt0091203,Highlander,1986,13
1008,tt0144964,Highlander: Endgame,2000,20
1015,tt0032599,His Girl Friday,1940,
7780,tt0386588,Hitch,2005,241
4361,tt0975645,Hitchcock,2012,6
4365,tt0311289,Holes,2003,97
2548,tt0164052,Hollow Man,2000,118
7120,tt0099785,Home Alone,1990,588
2550,tt0829193,Honeydripper,2007,
8618,tt0102057,Hook,1991,247
4369,tt0093209,Hope and Glory,1987,22
6300,tt1528071,Horns,2013,
2551,tt1499658,Horrible Bosses,2011,129
8243,tt2170439,Horrible Bosses 2,2014,57
1016,tt0340163,Hostage,2005,46
8902,tt0425112,Hot Fuzz,2007,29
4373,tt0787475,Hot Rod,2007,17
8157,tt0079308,Hot Stuff,1979,
2558,tt1231587,Hot Tub Time Machine,2010,55
1019,tt0395169,Hotel Rwanda,2004,32
1018,tt0251736,House of 1000 Corpses,2003,18
7445,tt0093223,House of Games,1987,5
4377,tt0116573,House of the Damned,1996,
7167,tt0397065,House of Wax,2005,43
4378,tt0185371,House on Haunted Hill,1999,69
4379,tt1341188,How Do You Know,2010,33
2565,tt0455538,How to Lose Friends & Alienate People,2008,3
2566,tt0892769,How to Train Your Dragon,2010,239
2567,tt1646971,How to Train Your Dragon 2,2014,188
2569,tt0102070,Hudson Hawk,1991,35
6672,tt0286716,Hulk,2003,190
2576,tt0219822,Human Nature,2001,1
5533,tt0116583,Hunchback of Notre Dame,1996,196
5416,tt1477855,Hyde Park on Hudson,2012,6
4392,tt0480249,I Am Legend,2007,323
2579,tt1464540,I Am Number Four,2011,60
2580,tt0277027,I Am Sam,2001,61
7148,tt0119345,I Know What You Did Last Summer,1997,136
2582,tt1045772,I Love You Phillip Morris,2009,2
4394,tt1691920,I Melt with You,2011,
5417,tt3640682,I Smile Back,2015,
2584,tt1242432,I Spit on Your Grave,2010,
2585,tt0130018,I Still Know What You Did Last Summer,1998,74
4395,tt0770772,I Think I Love My Wife,2007,15
4396,tt0036027,I Walked with a Zombie,1943,
2587,tt0110097,I'll Do Anything,1994,21
5418,tt3236120,I'll See You in My Dreams,2015,7
8911,tt0343818,"I, Robot",2004,203
4397,tt0309698,Identity,2003,74
7447,tt2024432,Identity Thief,2013,143
4399,tt0387808,Idiocracy,2006,0
8916,tt0780536,In Bruges,2008,9
4403,tt0385267,In Good Company,2004,63
4404,tt0388125,In Her Shoes,2005,44
2596,tt0247425,In the Bedroom,2001,55
8488,tt0107206,In the Line of Fire,1993,214
2597,tt1226774,In the Loop,2009,2
7102,tt0113409,In the Mouth of Madness,1994,18
4409,tt0478134,In the Valley of Elah,2007,8
6747,tt1637688,In Time,2011,41
2598,tt1375666,Inception,2010,323
1030,tt0116629,Independence Day,1996,602
7330,tt0367882,Indiana Jones and the Kingdom of the Crystal Skull,2008,384
2604,tt0097576,Indiana Jones and the Last Crusade,1989,431
1036,tt0087469,Indiana Jones and the Temple of Doom,1984,466
5420,tt1969062,Infinitely Polar Bear,2014,1
4423,tt0361748,Inglourious Basterds,2009,140
6867,tt1791528,Inherent Vice,2014,8
2613,tt0093260,Innerspace,1987,57
6968,tt0454848,Inside Man,2006,117
5424,tt2096673,Inside Out,2015,367
2618,tt1591095,Insidious,2010,59
7779,tt2226417,Insidious: Chapter 2,2013,89
2619,tt0278504,Insomnia,2002,100
6092,tt0816692,Interstellar,2014,200
2622,tt0110148,Interview with the Vampire: The Vampire Chronicles,1994,218
7424,tt0089346,Into the Night,1985,16
2625,tt0758758,Into the Wild,2007,23
5423,tt2180411,Into the Woods,2014,136
1041,tt0138524,Intolerable Cruelty,2003,50
2629,tt0119381,Inventing the Abbotts,1997,11
2632,tt1057500,Invictus,2009,43
4437,tt0037820,Isle of the Dead,1945,
7631,tt3235888,It Follows,2014,15
2642,tt0038650,It's a Wonderful Life,1946,
2644,tt1230414,It's Complicated,2009,131
4440,tt0804497,It's Kind of a Funny Story,2010,7
4441,tt1278379,Jack Goes Boating,2010,0
6495,tt0790724,Jack Reacher,2012,87
2653,tt0119396,Jackie Brown,1997,75
1053,tt0099871,Jacob's Ladder,1990,53
2660,tt1229822,Jane Eyre,2011,12
4238,tt0107254,Jason Goes to Hell: The Final Friday,1993,33
4236,tt0091080,Jason Lives: Friday the 13th Part VI,1986,44
2664,tt0211443,Jason X,2001,19
2666,tt0073195,Jaws,1975,1103
2671,tt0077766,Jaws 2,1978,382
4449,tt0085750,Jaws 3-D,1983,116
4450,tt0093300,Jaws: The Revenge,1987,46
2673,tt0261392,Jay and Silent Bob Strike Back,2001,46
4453,tt0301470,Jeepers Creepers II,2003,50
7624,tt1588334,"Jeff, Who Lives at Home",2011,4
2675,tt0104549,Jennifer 8,1992,23
7157,tt1131734,Jennifer's Body,2009,18
8120,tt0068762,Jeremiah Johnson,1972,
2679,tt0116695,Jerry Maguire,1996,303
2682,tt0102138,JFK,1991,145
1061,tt0425151,Jimmy and Judy,2006,
1060,tt0251160,John Q,2002,106
4459,tt1075747,Jonah Hex,2010,11
4460,tt0298388,Jonah: A VeggieTales Movie,2002,38
8196,tt2446980,Joy,2015,57
7892,tt0206314,Joy Ride,2001,33
2687,tt0113492,Judge Dredd,1995,69
8307,tt0045943,Julius Caesar,1953,
7651,tt0489099,Jumper,2008,97
6798,tt0091306,Jumpin' Jack Flash,1986,60
2688,tt0467406,Juno,2007,180
2690,tt0107290,Jurassic Park,1993,844
1062,tt0163025,Jurassic Park III,2001,278
4488,tt0272152,K-PAX,2001,77
1067,tt0102181,Kafka,1991,2
8434,tt0080979,Kagemusha,1980,
2697,tt0107302,Kalifornia,1993,5
1213,tt0035423,Kate & Leopold,2001,72
6864,tt1250777,Kick-Ass,2010,52
7180,tt0113537,Kicking and Screaming,1995,1
2699,tt0113540,Kids,1995,14
4473,tt0116768,Kids in the Hall: Brain Candy,1996,5
4474,tt0266697,Kill Bill (Pt 1+2),2003,101
6193,tt0378194,Kill Bill: Vol. 2,2004,92
4477,tt1311071,Kill Your Darlings,2013,1
7130,tt1726669,Killer Joe,2011,2
6302,tt1764234,Killing Them Softly,2012,16
8508,tt0110265,Killing Zoe,1993,0
8174,tt0024216,King Kong,1933,
2704,tt0360717,King Kong,2005,295
8382,tt0320661,Kingdom of Heaven,2005,64
7730,tt2802144,Kingsman: The Secret Service,2014,136
8510,tt0113552,Kiss of Death,1995,29
2711,tt0089424,Kiss of the Spider Woman,1985,
2713,tt0067309,Klute,1971,
8045,tt1013743,Knight and Day,2010,84
4487,tt0104627,Knight Moves,1992,1
2714,tt0478311,Knocked Up,2007,188
4489,tt0079417,Kramer vs. Kramer,1979,367
1077,tt0119485,Kundun,1997,10
2719,tt0441773,Kung Fu Panda,2008,260
701,tt0053619,L'Avventura,1960,
1080,tt0119488,L.A. Confidential,1997,122
7521,tt0093378,La Bamba,1987,120
4495,tt1967545,Labor Day,2013,14
2728,tt0139414,Lake Placid,1999,54
2731,tt0418819,Land of the Dead,2005,27
2733,tt1583420,Larry Crowne,2011,39
8958,tt0107362,Last Action Hero,1993,105
2736,tt1046947,Last Chance Harvey,2008,18
8412,tt0116830,Last Man Standing,1996,35
8961,tt1294688,Last Night,2010,
2743,tt0070849,Last Tango in Paris,1972,
8963,tt0479942,Last Time Forever,2006,
1091,tt1197624,Law Abiding Citizen,2009,85
7882,tt1212450,Lawless,2012,40
5432,tt3062976,Learning to Drive,2014,3
2745,tt0113627,Leaving Las Vegas,1995,64
9247,tt1327773,Lee Daniels' The Butler,2013,125
1093,tt0250494,Legally Blonde,2001,146
7922,tt3569230,Legend,2015,1
4515,tt0089469,Legend,1985,37
1094,tt1038686,Legion,2010,44
4516,tt0126388,Legionnaire,1998,
4519,tt0110413,LÈon: The Professional,1994,67
2754,tt1707386,Les MisÈrables,2012,162
9253,tt1228987,Let Me In,2010,13
2755,tt0093409,Lethal Weapon,1987,145
2757,tt0122151,Lethal Weapon 4,1998,241
8970,tt0498380,Letters from Iwo Jima,2006,18
4525,tt0892318,Letters to Juliet,2010,58
1097,tt0097737,Leviathan,1989,34
8971,tt0119528,Liar Liar,1997,343
2762,tt0123964,Life,1999,109
2764,tt0264796,Life as a House,2001,23
5916,tt0118799,Life Is Beautiful,1997,109
2769,tt0454876,Life of Pi,2012,136
8972,tt0399281,Life on Liberty Street,2004,
8453,tt0093415,Light of Day,1987,23
2770,tt0102307,Light Sleeper,1992,2
2775,tt1219289,Limitless,2011,86
2777,tt0443272,Lincoln,2012,198
6966,tt0891527,Lions for Lambs,2007,18
1107,tt0417907,Little Athens,2005,
4539,tt0404203,Little Children,2006,7
7535,tt0102316,Little Man Tate,1991,51
4540,tt0449059,Little Miss Sunshine,2006,79
2785,tt0185431,Little Nicky,2000,63
6101,tt0070328,Live and Let Die,1973,174
2787,tt0113677,Living in Oblivion,1995,2
8562,tt0085859,Local Hero,1983,
2789,tt0120735,"Lock, Stock and Two Smoking Barrels",1998,6
5431,tt2692904,Locke,2013,1
4543,tt0074812,Logan's Run,1976,102
2793,tt0116905,Lone Star,1996,26
5433,tt1091191,Lone Survivor,2013,133
4553,tt0318155,Looney Tunes: Back in Action,2003,30
2797,tt1276104,Looper,2012,72
2799,tt0113690,Lord of Illusions,1995,26
2804,tt0399295,Lord of War,2005,32
4561,tt0116922,Lost Highway,1997,7
2807,tt0029162,Lost Horizon,1937,
8272,tt0089504,Lost in America,1985,
1118,tt0120738,Lost in Space,1998,128
2812,tt0335266,Lost in Translation,2003,64
4565,tt0160484,Lost Souls,2000,27
2814,tt0199725,Love & Basketball,2000,44
8232,tt0758752,Love & Other Drugs,2010,35
5435,tt2639344,Love Is Strange,2014,2
8556,tt0425210,Lucky Number Slevin,2006,29
6529,tt2872732,Lucy,2014,135
5437,tt0434541,Macbeth,2006,1
2815,tt0985694,Machete,2010,29
2816,tt1586752,Machine Gun Preacher,2011,0
4572,tt0227005,Made,2001,8
4575,tt1371155,Made in Dagenham,2010,1
2821,tt0175880,Magnolia,1999,38
6155,tt0070355,Magnum Force,1973,
2824,tt0097815,Major League,1989,109
8423,tt0089537,Mala Noche,1986,
1126,tt0104797,Malcolm X,1992,101
8653,tt1587310,Maleficent,2014,256
1127,tt0328099,Malibu's Most Wanted,2003,49
7548,tt0107497,Malice,1993,96
6388,tt0113749,Mallrats,1995,4
1128,tt0328107,Man on Fire,2004,109
2833,tt0125664,Man on the Moon,1999,59
1129,tt0104804,Man Trouble,1992,8
7871,tt3064298,Man Up,2015,
4588,tt0073349,Mandingo,1975,
2846,tt0107507,Manhattan Murder Mystery,1993,23
1136,tt0091474,Manhunter,1986,20
7307,tt2172584,Maps to the Stars,2014,
8992,tt0466893,Margaret,2011,
2852,tt1615147,Margin Call,2011,5
2854,tt0757361,Margot at the Wedding,2007,2
4596,tt0390221,Maria Full of Grace,2004,9
2857,tt0822832,Marley & Me,2008,173
4597,tt0116996,Mars Attacks!,1996,74
2858,tt1441326,Martha Marcy May Marlene,2011,3
8614,tt1663655,Martyrs,2015,
4228,tt0109836,Mary Shelley's Frankenstein,1994,45
6514,tt0066026,MASH,1970,458
2865,tt0311113,Master and Commander: The Far Side of the World,2003,135
6833,tt0416320,Match Point,2005,31
1142,tt0325805,Matchstick Men,2003,53
4601,tt0110478,Maverick,1994,212
1146,tt0467197,Max Payne,2008,49
6580,tt0091499,Maximum Overdrive,1986,17
5440,tt2582496,Me and Earl and the Dying Girl,2015,6
8233,tt2507238,Me Him Her,2015,
4605,tt0377092,Mean Girls,2004,120
4606,tt0070379,Mean Streets,1973,
2881,tt0119643,Meet Joe Black,1998,82
2884,tt0033891,Meet John Doe,1941,
4607,tt0081150,Melvin and Howard,1980,
2887,tt0209144,Memento,2000,41
4608,tt0397535,Memoirs of a Geisha,2005,77
7323,tt0104850,Memoirs of an Invisible Man,1992,30
4609,tt0100133,Memphis Belle,1990,56
1148,tt0119654,Men in Black,1997,473
2894,tt1409024,Men in Black 3,2012,195
1152,tt0119664,Metro,1997,60
2900,tt0430357,Miami Vice,2006,84
4619,tt0465538,Michael Clayton,2007,61
4622,tt1211890,Middle of Nowhere,2012,
2901,tt0064665,Midnight Cowboy,1969,
1155,tt0077928,Midnight Express,1978,130
9008,tt1605783,Midnight in Paris,2011,62
4625,tt0120751,Mighty Joe Young,1998,93
4626,tt0113820,Mighty Morphin Power Rangers: The Movie,1995,75
1153,tt1013753,Milk,2008,38
5930,tt0405159,Million Dollar Baby,2004,140
2918,tt0119675,Mimic,1997,48
2920,tt0425253,Mini's First Time,2006,
7986,tt2293640,Minions,2015,346
2924,tt0181689,Minority Report,2002,197
2927,tt0790686,Mirrors,2008,37
2930,tt0100157,Misery,1990,126
1165,tt0183523,Mission to Mars,2000,98
2933,tt0117060,Mission: Impossible,1996,356
2935,tt0120755,Mission: Impossible II,2000,347
5442,tt2349144,Mississippi Grind,2015,
5443,tt2872462,Mistress America,2015,2
7697,tt0082763,Modern Problems,1981,
9015,tt1210166,Moneyball,2011,82
1166,tt0166276,Monkeybone,2001,8
6050,tt0385880,Monster House,2006,97
2944,tt0285742,Monster's Ball,2001,48
9017,tt1453405,Monsters University,2013,286
7991,tt0198781,"Monsters, Inc.",2001,445
2945,tt1067774,Monte Carlo,2011,25
2946,tt1182345,Moon,2009,5
2947,tt1748122,Moonrise Kingdom,2012,49
2949,tt0093565,Moonstruck,1987,179
7332,tt3045616,Mortdecai,2015,7
8218,tt0087747,Moscow on the Hudson,1984,64
8604,tt0081184,Motel Hell,1980,
4647,tt1121977,Mother and Child,2009,1
9021,tt0356910,Mr. & Mrs. Smith,2005,252
2952,tt0040613,Mr. Blandings Builds His Dream House,1948,
1169,tt0780571,Mr. Brooks,2007,36
2954,tt0027996,Mr. Deeds Goes to Town,1936,
4658,tt0031679,Mr. Smith Goes to Washington,1939,
5448,tt2473794,Mr. Turner,2014,4
2957,tt0119280,Mrs Brown,1997,17
4660,tt0117104,Mrs. Winterbourne,1996,19
2959,tt1935179,Mud,2012,23
2961,tt0120762,Mulan,1998,224
2962,tt0166924,Mulholland Drive,2001,11
2964,tt0140397,Mumford,1999,7
9025,tt0408306,Munich,2005,64
2968,tt0166943,Music of the Heart,1999,25
2969,tt0110604,Mute Witness,1995,2
6625,tt0359715,My Best Friend's Birthday,1987,
1179,tt0119738,My Best Friend's Wedding,1997,240
7698,tt0259446,My Big Fat Greek Wedding,2002,360
7149,tt1179891,My Bloody Valentine,2009,59
7926,tt0100212,My Blue Heaven,1990,48
7219,tt0081207,My Bodyguard,1980,
8253,tt0104952,My Cousin Vinny,1992,110
1178,tt0102492,My Girl,1991,123
4670,tt0110613,My Girl 2,1994,34
8420,tt0102494,My Own Private Idaho,1991,13
4674,tt1909807,My Pure Joy,2011,
2975,tt1655420,My Week with Marilyn,2011,16
2976,tt0132347,Mystery Men,1999,50
4677,tt0024368,Mystery of the Wax Museum,1933,
7502,tt0327056,Mystic River,2003,129
7212,tt0102511,Naked Lunch,1991,5
7441,tt0100224,Narrow Margin,1990,22
2980,tt0073440,Nashville,1975,
4684,tt0368891,National Treasure,2004,242
8055,tt0465234,National Treasure: Book of Secrets,2007,278
1185,tt0110632,Natural Born Killers,1994,104
4685,tt0093605,Near Dark,1987,7
4686,tt1821549,Nebraska,2013,18
6554,tt0107665,Needful Things,1993,31
4688,tt0074958,Network,1976,
2986,tt0151738,Never Been Kissed,1999,95
4690,tt1334260,Never Let Me Go,2010,2
4691,tt0111686,New Nightmare,1994,37
1186,tt0363282,New York Minute,2004,19
1188,tt0104990,Newsies,1992,5
1190,tt0435705,Next,2007,22
2996,tt0195945,Next Friday,2000,92
6215,tt0981227,Nick and Norah's Infinite Playlist,2008,38
2998,tt0113972,Nick of Time,1995,16
5452,tt2872718,Nightcrawler,2014,34
3009,tt0875034,Nine,2009,22
4710,tt0080319,Nine to Five,1980,333
3014,tt1186367,Ninja Assassin,2009,44
3016,tt0031725,Ninotchka,1939,45
4711,tt0113987,Nixon,1995,27
6150,tt0477348,No Country for Old Men,2007,93
8409,tt1781922,No Escape,2015,28
4716,tt1763264,No One Lives,2012,
3019,tt1411238,No Strings Attached,2011,77
7659,tt1959490,Noah,2014,107
7129,tt0079638,Norma Rae,1979,
4344,tt0790721,Normal Adolescent Behavior,2007,
7080,tt0053125,North by Northwest,1959,
4721,tt0058414,Nothing But a Man,1964,
3020,tt0125439,Notting Hill,1999,198
4723,tt0114011,Now and Then,1995,54
7681,tt1670345,Now You See Me,2013,126
4725,tt1266029,Nowhere Boy,2009,1
7034,tt0107711,Nowhere to Run,1993,46
3024,tt0171580,Nurse Betty,2000,40
4730,tt0190590,"O Brother, Where Art Thou?",2000,73
3026,tt1483013,Oblivion,2013,95
3027,tt1197628,Observe and Report,2009,27
3028,tt1198138,Obsessed,2009,79
6509,tt0074991,Obsession,1976,
3029,tt0240772,Ocean's Eleven,2001,281
3031,tt0349903,Ocean's Twelve,2004,176
6234,tt0086034,Octopussy,1983,187
6919,tt2388715,Oculus,2013,29
3033,tt0151804,Office Space,1999,18
8450,tt0079660,Old Boyfriends,1979,
7940,tt0302886,Old School,2003,107
4744,tt0082846,On Golden Pond,1981,372
4745,tt0047296,On the Waterfront,1954,185
5937,tt0087843,Once Upon a Time in America,1984,13
9051,tt1196956,One Chance,2013,
4748,tt0118531,One Eight Seven,1997,10
7890,tt0479968,One Missed Call,2008,32
3040,tt1602613,Only God Forgives,2013,0
4758,tt0110737,Only You,1994,41
3042,tt0081283,Ordinary People,1980,177
1208,tt0054240,Orgy of the Dead,1965,
1211,tt1148204,Orphan,2009,48
6156,tt1204977,Ouija,2014,54
3047,tt0120780,Out of Sight,1998,69
9057,tt0114069,Outbreak,1995,135
7295,tt0804516,P2,2007,5
6331,tt1663662,Pacific Rim,2013,109
7706,tt1980209,Pain & Gain,2013,53
7759,tt3332064,Pan,2015,36
4157,tt0457430,Pan's Labyrinth,2006,49
3055,tt1188729,Pandorum,2009,11
1215,tt0258000,Panic Room,2002,142
4765,tt0114084,Panther,1995,13
3059,tt2006810,Papadopoulos & Sons,2012,
7769,tt3622592,Paper Towns,2015,33
3060,tt1623288,ParaNorman,2012,61
3062,tt1233334,Pariah,2011,0
7210,tt0070518,Pat Garrett & Billy the Kid,1973,
3069,tt1092026,Paul,2011,41
5456,tt1596345,Pawn Sacrifice,2014,2
8533,tt3733778,Pay the Ghost,2015,
7499,tt0120784,Payback,1999,139
1219,tt0213149,Pearl Harbor,2001,305
1221,tt0054167,Peeping Tom,1960,
1220,tt0091738,Peggy Sue Got Married,1986,97
7765,tt1716777,People Like Us,2012,13
3076,tt0403407,Perfect Creature,2006,
3082,tt0098084,Pet Sematary,1989,126
1223,tt0105128,Pet Sematary II,1992,35
1225,tt0063426,Petulia,1968,
3087,tt0107818,Philadelphia,1993,162
7358,tt2431286,Philomena,2013,40
3089,tt0183649,Phone Booth,2002,69
3091,tt0138704,Pi,1998,5
3097,tt0910936,Pineapple Express,2008,105
8352,tt0449088,Pirates of the Caribbean: At World's End,2007,390
8351,tt0383574,Pirates of the Caribbean: Dead Man's Chest,2006,561
8350,tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,2003,440
3105,tt0134847,Pitch Black,2000,63
8655,tt1981677,Pitch Perfect,2012,71
6029,tt2120120,Pixels,2015,81
4791,tt0063442,Planet of the Apes,1968,172
3110,tt0091763,Platoon,1986,323
6128,tt0067588,Play Misty for Me,1971,
3113,tt0120789,Pleasantville,1998,75
5458,tt0878835,Please Give,2010,4
8652,tt0114148,Pocahontas,1995,284
3116,tt0102685,Point Break,1991,89
8058,tt0107843,Point of No Return,1993,63
5523,tt0190641,PokÈmon: The First Movie - Mewtwo Strikes Back,1998,158
6052,tt1921064,Pompeii,2014,24
4812,tt0256276,Possession,2002,15
5344,tt0120791,Practical Magic,1998,86
3124,tt0929632,Precious,2009,55
1244,tt0093773,Predator,1987,132
7233,tt0100403,Predator 2,1990,63
7231,tt1424381,Predators,2010,57
1245,tt0100405,Pretty Woman,1990,366
3133,tt0414387,Pride & Prejudice,2005,52
3135,tt0822847,Priest,2011,31
8559,tt0117381,Primal Fear,1996,110
6846,tt0093777,Prince of Darkness,1987,31
7466,tt0473075,Prince of Persia: The Sands of Time,2010,100
9083,tt1392214,Prisoners,2013,65
8308,tt0081375,Private Benjamin,1980,225
6154,tt0081383,Prom Night,1980,
6649,tt1446714,Prometheus,2012,137
5460,tt2091473,Promised Land,2012,8
1251,tt0054215,Psycho,1960,545
8268,tt0086154,Psycho II,1983,88
4829,tt1152836,Public Enemies,2009,112
1257,tt0110912,Pulp Fiction,1994,224
1253,tt0272338,Punch-Drunk Love,2002,26
1256,tt0087957,Purple Rain,1984,
7682,tt0465580,Push,2009,36
3161,tt0239860,Quantum Project,2000,
3162,tt0238546,Queen of the Damned,2002,45
4838,tt0180073,Quills,2000,11
4840,tt0110932,Quiz Show,1994,51
4844,tt0935075,Rabbit Hole,2010,2
7237,tt0076590,Rabid,1977,
3167,tt1084950,Rachel Getting Married,2008,15
3169,tt0081398,Raging Bull,1980,
1034,tt0082971,Raiders of the Lost Ark,1981,9
4851,tt0822849,Rails & Ties,2007,
6145,tt0093822,Raising Arizona,1987,50
3174,tt0102753,Rambling Rose,1991,12
1264,tt0089880,Rambo: First Blood Part II,1985,367
6466,tt1640548,Rampart,2011,1
8516,tt0117438,Ransom,1996,267
4853,tt0382932,Ratatouille,2007,260
8115,tt0129332,Ravenous,1999,3
1267,tt0089886,Real Genius,1985,31
3182,tt0047396,Rear Window,1954,30
4288,tt2304953,Reasonable Doubt,2014,
6313,tt0289765,Red Dragon,2002,139
8417,tt0095963,Red Heat,1988,74
8490,tt1748179,Red Lights,2012,
1269,tt0199753,Red Planet,2000,28
3189,tt1486185,Red Riding Hood,2011,41
8054,tt0105226,Red Rock West,1993,5
7647,tt1012804,Redbelt,2008,2
3190,tt0184858,Reindeer Games,2000,37
5461,tt3704050,Remember,2015,
3194,tt1403981,Remember Me,2010,21
4863,tt0294870,Rent,2005,39
1273,tt0087995,Repo Man,1984,
4866,tt0180093,Requiem for a Dream,2000,5
3202,tt0105236,Reservoir Dogs,1992,5
3204,tt0120804,Resident Evil,2002,59
6054,tt1855325,Resident Evil: Retribution,2012,46
4871,tt0122459,Return to Me,2000,52
7426,tt0100485,Revenge,1990,32
3209,tt0959337,Revolutionary Road,2008,27
6731,tt0102789,Ricochet,1991,45
7252,tt1411250,Riddick,2013,44
3212,tt1446192,Rise of the Guardians,2012,112
3213,tt1318514,Rise of the Planet of the Apes,2011,194
7544,tt0086200,Risky Business,1983,175
3216,tt0120801,RKO 281,1999,
1283,tt0102798,Robin Hood: Prince of Thieves,1991,343
8199,tt1336608,Rock of Ages,2012,42
1285,tt1032755,RocknRolla,2008,6
1284,tt0075148,Rocky,1976,477
7878,tt0479143,Rocky Balboa,2006,93
7875,tt0079817,Rocky II,1979,
7876,tt0084602,Rocky III,1982,47
7877,tt0100507,Rocky V,1990,84
8446,tt0076637,Rolling Thunder,1977,
1286,tt1645131,Romeo & Juliet,2013,1
4888,tt0117509,Romeo + Juliet,1996,91
1287,tt0122690,Ronin,1998,77
5462,tt3170832,Room,2015,10
1292,tt0041827,Roughshod,1949,
8526,tt0128442,Rounders,1998,42
7545,tt2199571,Run All Night,2015,27
3242,tt0163187,Runaway Bride,1999,260
8210,tt2364841,Runner Runner,2013,20
6372,tt0091875,Running Scared,1986,90
3244,tt1979320,Rush,2013,28
3248,tt0120812,Rush Hour,1998,261
3250,tt0266915,Rush Hour 2,2001,347
1291,tt0128445,Rushmore,1998,31
3254,tt2053425,Rust and Bone,2012,2
1297,tt1231277,S. Darko,2009,
3345,tt0258153,S1m0ne,2002,14
7977,tt1742334,Sabotage,2014,11
7522,tt1599348,Safe House,2012,137
9111,tt1862079,Safety Not Guaranteed,2012,4
6058,tt0944835,Salt,2010,130
4906,tt0047443,Salt of the Earth,1954,
7930,tt2126355,San Andreas,2015,159
4912,tt0486569,Sasquatch Mountain,2006,
1295,tt0206275,Save the Last Dance,2001,139
3265,tt2140373,Saving Mr. Banks,2013,89
3270,tt0120815,Saving Private Ryan,1998,400
3271,tt0387564,Saw,2004,77
7344,tt0890870,Saw IV,2007,80
4914,tt0098258,Say Anything...,1989,45
6613,tt0081455,Scanners,1981,
1305,tt0086250,Scarface,1983,1
4918,tt0257106,Scary Movie 2,2001,109
9116,tt0108052,Schindler's List,1993,201
8216,tt0332379,School of Rock,2003,117
7058,tt0267913,Scooby-Doo,2002,229
3280,tt0446029,Scott Pilgrim vs. the World,2010,34
4920,tt0117571,Scream,1996,202
6992,tt0120082,Scream 2,1997,191
3285,tt0134084,Scream 3,2000,143
3288,tt0114369,Se7en,1995,200
4923,tt0098273,Sea of Love,1989,128
8613,tt0814343,SÈance,2006,
6576,tt0108065,Searching for Bobby Fischer,1993,15
6083,tt0479997,Season of the Witch,2011,27
7362,tt2837296,Second Coming,2014,
4928,tt1028576,Secretariat,2010,65
6962,tt1307068,Seeking a Friend for the End of the World,2012,7
7132,tt0081480,Seems Like Old Times,1980,
8094,tt2140379,Self/less,2015,12
7709,tt1020072,Selma,2014,55
1307,tt0839980,Semi-Pro,2008,40
3293,tt0114388,Sense and Sensibility,1995,85
7808,tt0240890,Serendipity,2001,76
3294,tt0379786,Serenity,2005,34
1310,tt0111127,Serial Mom,1994,16
7454,tt0070666,Serpico,1973,
4938,tt0221928,Seven Days to Live,2000,
7973,tt1931533,Seven Psychopaths,2012,16
8431,tt0047478,Seven Samurai,1954,
3300,tt1000774,Sex and the City,2008,185
3301,tt0098724,"Sex, Lies, and Videotape",1989,54
3302,tt0376874,Sexual Life,2005,
9121,tt0189998,Shadow of the Vampire,2000,13
3306,tt0138097,Shakespeare in Love,1998,185
3310,tt0111149,Shallow Grave,1994,5
3313,tt1723811,Shame,2011,4
3314,tt0073692,Shampoo,1975,
7906,tt1633356,Shark Night 3D,2011,20
9123,tt0365748,Shaun of the Dead,2004,18
